"Tennessee Ernie Ford","I'll Never Be Free"
"Tennessee Ernie Ford","Sixteen Tons"
"Terence Trent D'Arby","Sign Your Name"
"Terence Trent D'Arby","Wishing Well"
"Terror Squad","Lean Back"
"Terry Jacks","Seasons In The Sun"
Tesla,"Love Song"
Tesla,Signs
The-Dream,"I Luv Your Girl"
The-Dream,"Rockin' That Thang"
"Thelma Houston","Don't Leave Me This Way"
"Thin Lizzy","The Boys Are Back In Town"
"Third Eye Blind","Never Let You Go"
"Thomas Dolby","She Blinded Me With Science"
"Thompson Twins","Hold Me Now"
"Thompson Twins","King For A Day"
"Thompson Twins","Lay Your Hands On Me"
"Three Dog Night","Black And White"
"Three Dog Night","Joy To The World"
"Three Dog Night","The Show Must Go On"
"Tina Turner","I Don't Wanna Fight"
"Toby Keith","American Soldier"
"Toby Keith","As Good As I Once Was"
"Toby Keith","How Do You Like Me Now?!"
"Toby Keith","You Shouldn't Kiss Me Like This"
"Todd Rundgren","I Saw The Light"
"Tom Cochrane","Life Is A Highway"
"Tom Petty And The Heartbreakers","Mary Jane's Last Dance"
"Tom Petty And The Heartbreakers",Refugee
"Tom Petty And The Heartbreakers","You Got Lucky"
"Tommy James And The Shondells","Crimson And Clover"
"Tommy James And The Shondells","Crystal Blue Persuasion"
"Tommy James And The Shondells","I Think We're Alone Now"
"Tommy James And The Shondells",Mirage
"Tommy Roe",Dizzy
"Tommy Roe",Everybody
"Tommy Roe","Hooray For Hazel"
"Tommy Roe","Hooray for Hazel"
"Tommy Roe",Sheila
"Tommy Roe","Sweet Pea"
"Tone Loc","Wild Thing"
"Toni Basil",Mickey
"Toni Braxton","Another Sad Love Song"
"Toni Braxton","Breathe Again"
"Toni Braxton","He Wasn't Man Enough"
"Toni Braxton","Un-Break My Heart"
"Toni Braxton","You Mean The World To Me"
"Tony Bennett","Because Of You"
"Tony Bennett","Because of You"
"Tony Bennett","I Wanna Be Around"
"Tony Bennett","In the Middle of an Island"
"Tony Bennett","Rags To Riches"
"Tony Bennett","Stranger In Paradise"
"Tony Bennett","Stranger in Paradise"
"Tony Orlando","Bless You"
"Trace Adkins","You're Gonna Miss This"
Train,"Calling All Angels"
Train,"Drops Of Jupiter"
Train,"Meet Virginia"
Tremeloes,"Here Comes My Baby"
Tyrese,"How You Gonna Act Like That"
Tyrese,"Sweet Lady"
U2,"Beautiful Day"
U2,Desire
U2,"I Still Haven't Found What I'm Looking For"
U2,"Mysterious Ways"
U2,"With Or Without You"
UB40,"Red Red Wine"
Usher,Burn
Usher,"Caught Up"
Usher,"There Goes My Baby"
Usher,"U Got It Bad"
Usher,"U Remind Me"
Usher,Yeah!
Usher,"You Make Me Wanna..."
"Van Halen",Jump
"Van McCoy","The Hustle"
"Van Morrison","Brown Eyed Girl"
"Vanessa Carlton","A Thousand Miles"
"Vanilla Ice","Ice Ice Baby"
"Vanilla Ice","Play That Funky Music"
"Vicki Sue Robinson","Turn The Beat Around"
"Village People","In the Navy"
"Wang Chung","Dance Hall Days"
"Warren G","This D.J."
"Wayne Newton","Daddy Don't You Walk So Fast"
Weezer,"Beverly Hills"
"White Plains","My Baby Loves Lovin'"
"White Town","Your Woman"
"Whitney Houston","Didn't We Almost Have It All"
"Whitney Houston",Exhale
"Whitney Houston","Greatest Love Of All"
"Whitney Houston","Greatest Love of All"
"Whitney Houston","Heartbreak Hotel"
"Whitney Houston","How Will I Know"
"Whitney Houston","I'm Every Woman"
"Whitney Houston","I'm Your Baby Tonight"
"Whitney Houston","It's Not Right But It's Okay"
"Whitney Houston","My Love Is Your Love"
"Whitney Houston","One Moment In Time"
"Whitney Houston","So Emotional"
"Whitney Houston","Where Do Broken Hearts Go"
"Whitney Houston","You Give Good Love"
"Wild Cherry","Play That Funky Music"
"Will Smith","Gettin' Jiggy Wit It"
"Will Smith",Miami
"Will Smith",Switch
"Wilson Phillips","You're In Love"
Wings,"Silly Love Songs"
Xscape,"Just Kickin' It"
"Yvonne Elliman","If I Can't Have You"
"Zac Brown Band","Chicken Fried"
"Zhané","Groove Thang"
"Zhané","Hey Mr. D.J."
